"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"40954549","IMMACULEE BAKERY","Brooklyn","1411","NOSTRAND AVENUE","11226","7189412644","Bakery Products/Desserts","2023-06-15T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","60",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.652024453291","-73.949693777296","317","40","081800","3108500","3048687501","BK95","POINT (-73.949693777296 40.652024453291)"
"50085453","PIZZA ETALIA","Manhattan","20","BEAVER STREET","10004","2123616160","Pizza","2025-08-19T00:00:00.000","Violations were cited in the following area(s).","16-02","The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.","Not Applicable",,,,"2026-04-10T06:00:13.000","Trans Fat / Re-inspection","40.704965099866","-74.012187136077","101","01","000900","1000032","1000110010","MN25","POINT (-74.012187136077 40.704965099866)"
"50172127","GUACADO","Brooklyn","2006","CROPSEY AVENUE","11214","3473742957","Mexican","2026-01-13T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","41","N",,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.600046522971","-74.002607152394","311","47","028600","3169978","3064670001","BK27","POINT (-74.002607152394 40.600046522971)"
"40366929","LITTLE BROWN JUG","Queens","124-02","JAMAICA AVENUE","11418","7188469609","American","2018-04-28T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","35","C","2018-04-28T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.700794094229","-73.826447791315","409","29","014201","4196066","4093330001","QN54","POINT (-73.826447791315 40.700794094229)"
"41008329","NATIONAL BAKERY","Bronx","1522","WESTCHESTER AVENUE","10472","7188422396","Bakery Products/Desserts","2024-07-05T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","9","A","2024-07-05T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.828580761219","-73.879017871214","209","18","005002","2023865","2037400040","BX55","POINT (-73.879017871214 40.828580761219)"
"50100811","TSAOCAA","Queens","38-04","PRINCE STREET","11354","7183535937","Coffee/Tea","2024-06-16T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2026-04-10T06:00:13.000","Inter-Agency Task Force / Initial Inspection","40.760071027265","-73.832573675144","407","20","087100","4439965","4049720148","QN22","POINT (-73.832573675144 40.760071027265)"
"50066987","SUPREME DINER","Queens","82-65","PARSONS BOULEVARD","11432","7189699317","American","2024-07-12T00:00:00.000","Establishment re-opened by DOHMH.","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","4","P","2024-07-12T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Reopening Inspection","40.716676236607","-73.808048356516","408","24","126700","4148528","4068590014","QN38","POINT (-73.808048356516 40.716676236607)"
"50137192","KIJITORA COFFEE","Brooklyn","578","DRIGGS AVENUE","11211","3478767575","Coffee/Tea","2024-01-04T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","40",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.71640067758","-73.957126645496","301","33","055300","3062218","3023360023","BK73","POINT (-73.957126645496 40.71640067758)"
"50148759","MIS TIERRAS COLOMBIANAS","Queens","60-39","FRESH POND ROAD","11378","3472416063","Latin American","2025-10-16T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","2025-10-16T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.715962930441","-73.901523585236","405","30","060100","4061652","4027580008","QN30","POINT (-73.901523585236 40.715962930441)"
"41312815","THE CABINET","Manhattan","649","EAST    9 STREET","10009","2126731190","American","2024-08-21T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","12",,,"2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.725722509808","-73.979002275696","103","02","002800","1004778","1003920037","MN28","POINT (-73.979002275696 40.725722509808)"
"50118414","JACK'S WIFE FREDA","Manhattan","226","LAFAYETTE STREET","10012","2125108550","Middle Eastern","2026-03-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","44",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.722098563371","-73.997308686061","102","01","004500","1007216","1004820022","MN24","POINT (-73.997308686061 40.722098563371)"
"50117050","SUPER POLLO TO GO","Brooklyn","188","JAMAICA AVENUE","11207","3474979996","Spanish","2022-11-03T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","12","A","2022-11-03T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.680253981788","-73.892959638513","305","37","114600","3086808","3039170002","BK83","POINT (-73.892959638513 40.680253981788)"
"50094588","THE BLUE DOG COOKHOUSE AND BAR","Manhattan","308","WEST   50 STREET","10019","9177340067","American","2022-02-02T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","23","B","2022-02-02T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.762451304264","-73.9865280264","104","03","012700","1076203","1010400029","MN15","POINT (-73.9865280264 40.762451304264)"
"50141014","LEE CHINESE RESTAURANT","Brooklyn","1884","FULTON STREET","11233","7189534190","Chinese","2023-08-29T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","32",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.678994344518","-73.924201771424","303","41","029900","3048043","3017040011","BK61","POINT (-73.924201771424 40.678994344518)"
"50148086","NAGLES BAGELS","Brooklyn","378","TOMPKINS AVENUE","11216","6463348245","Bagels/Pretzels","2025-10-22T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","2025-10-22T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.68439378747","-73.944134648647","303","36","026700","3052009","3018290039","BK75","POINT (-73.944134648647 40.68439378747)"
"50034110","PAPA JOHN'S","Queens","35-48","31 STREET","11106","7187287272","Pizza","2025-10-20T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","12","A","2025-10-20T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.757360639658","-73.929125955099","401","22","005300","4007996","4006030044","QN70","POINT (-73.929125955099 40.757360639658)"
"50086462","GO DETOX JUICE BAR","Queens","146-13","JAMAICA AVENUE","11435","7182060333","Sandwiches","2024-04-12T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","20","B","2024-04-12T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.701803299517","-73.808650363176","412","27","024000","4206761","4096760041","QN61","POINT (-73.808650363176 40.701803299517)"
"40575863","FAMOUS JOE'S PIZZA","Manhattan","7","CARMINE STREET","10014","2123661182","Pizza","2023-06-06T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","7","A","2023-06-06T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.730464624216","-74.002042192588","102","03","006700","1010082","1005890045","MN23","POINT (-74.002042192588 40.730464624216)"
"50043755","TWO HANDS TRIBECA","Manhattan","251","CHURCH STREET","10013","2019934484","Australian","2024-06-27T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","21",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.71786053611","-74.005620374623","101","01","003300","1001891","1001740011","MN24","POINT (-74.005620374623 40.71786053611)"
"50145720","Oriental Restaurant","Manhattan","1728","MADISON AVENUE","10029","2125346087","Chinese","2025-02-27T00:00:00.000","Violations were cited in the following area(s).","05F","Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures","Critical","29",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.798661822985","-73.945822625004","111","09","018400","1080505","1016180001","MN34","POINT (-73.945822625004 40.798661822985)"
"50102084","LA PECORA BIANCA","Manhattan","20","WEST   40 STREET","10018","2129244040","Italian","2024-06-26T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","18",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.752558681876","-73.982718597622","105","04","008400","1090404","1008417501","MN17","POINT (-73.982718597622 40.752558681876)"
"50089369","ESTRELLA LATINA","Queens","39-07","104 STREET","11368","7185652377","Latin American","2025-03-06T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","16",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.750517267166","-73.862023667648","403","21","040300","4044659","4017760075","QN26","POINT (-73.862023667648 40.750517267166)"
"50108952","FUNNY FACE BAKERY","Manhattan","160","WATER STREET","10038","3475435955","Bakery Products/Desserts","2023-11-01T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","35",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.706445042354","-74.005594160779","101","01","001502","1001135","1000700043","MN25","POINT (-74.005594160779 40.706445042354)"
"40996589","GENA'S GRILL","Manhattan","210","1 AVENUE","10009","2124733700","Latin American","2025-01-21T00:00:00.000","Violations were cited in the following area(s).","05F","Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures","Critical","56","Z","2025-01-21T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.730394798906","-73.983240327475","103","02","003400","1005981","1004400007","MN22","POINT (-73.983240327475 40.730394798906)"
"50145137","CAFE RUMI NY","Manhattan","30","BROAD STREET","10004","6467058518","Coffee/Tea","2024-01-12T00:00:00.000","Violations were cited in the following area(s).","16-02","The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.","Not Applicable",,,,"2026-04-10T06:00:13.000","Trans Fat / Initial Inspection","40.706172894713","-74.011249591231","101","01","000900","1000819","1000240029","MN25","POINT (-74.011249591231 40.706172894713)"
"50135827","DELIA RESTAURANT","Bronx","2438","EASTCHESTER ROAD","10469","3473469824","Spanish","2025-02-12T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","9","A","2025-02-12T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.86168029885","-73.843285605369","211","13","031200","2052924","2044780029","BX31","POINT (-73.843285605369 40.86168029885)"
"41168644","TETE-A-TETE","Brooklyn","2601","EAST   14 STREET","11235","7186760783","Russian","2025-05-13T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","15",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.587828989353","-73.955247301157","315","48","060600","3389066","3074590001","BK17","POINT (-73.955247301157 40.587828989353)"
"41050171","CUBA","Manhattan","222","THOMPSON STREET","10012","2124207878","Latin American","2022-07-18T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","0",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.729160874725","-73.999033044409","102","01","006500","1008633","1005370008","MN23","POINT (-73.999033044409 40.729160874725)"
"50108779","KITCHEN PARADISE","Manhattan","48","WEST   48 STREET","10036","2127191788","Chinese","2024-12-05T00:00:00.000","Violations were cited in the following area(s).","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","50",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.758102670356","-73.980089352483","105","04","009600","1034498","1012630061","MN17","POINT (-73.980089352483 40.758102670356)"
"50176235","PARTAKE","Queens","10-29","44 ROAD","11101","7184138003","Fusion","2026-03-25T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","22","N",,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.749505355684","-73.950475249802","402","26","001900","4005248","4004490023","QN31","POINT (-73.950475249802 40.749505355684)"
"50147143","OH K-DOG","Manhattan","159A","LUDLOW STREET","10002","9173882462","Korean","2024-12-02T00:00:00.000","Violations were cited in the following area(s).","28-01","Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.","Not Critical",,,,"2026-04-10T06:00:13.000","Administrative Miscellaneous / Re-inspection","40.721057686472","-73.987867631494","103","01","003001","1005351","1004110018","MN27","POINT (-73.987867631494 40.721057686472)"
"40654318","BATEAUX NEW YORK","Manhattan","62","WEST 23 STREET - CHELSEA PIER",,"2127277735","American","2018-03-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","11","A","2018-03-07T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","0","0",,,,,"1",,
"50075247","MARIOS HOMEMADE CUISINE","Bronx","699","EAST  187 STREET","10458","7182952600","Pizza","2024-04-16T00:00:00.000","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","Not Critical","9","A","2024-04-16T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.854183889743","-73.884556071366","206","15","038900","2092298","2030900027","BX06","POINT (-73.884556071366 40.854183889743)"
"41651801","THE LIBERTY","Manhattan","29","WEST   35 STREET","10001","2129674000","Irish","2024-01-30T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04M","Live roaches in facility's food or non-food area.","Critical","50",,,"2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.749602930192","-73.985267430574","105","04","008400","1015891","1008370023","MN17","POINT (-73.985267430574 40.749602930192)"
"50130764","BENSONHURST COFFEE","Brooklyn","7810","20 AVENUE","11214","2677362838","Eastern European","2025-08-20T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","12","A","2025-08-20T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.60899712701","-73.993693731682","311","43","027400","3162262","3062620039","BK28","POINT (-73.993693731682 40.60899712701)"
"50133813","DURAN RESTAURANT","Queens","96-10","JAMAICA AVENUE","11421","7184410068","Latin American","2023-04-04T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.694469433071","-73.849244461786","409","32","003000","4184432","4089370005","QN53","POINT (-73.849244461786 40.694469433071)"
"50153292","MR KEKE RAMEN HOT POT","Queens","34-20","LINDEN PLACE","11354","3474381030","Chinese","2024-12-26T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","55",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.766275126368","-73.831337815549","407","20","086900","4112007","4049500018","QN22","POINT (-73.831337815549 40.766275126368)"
"50153268","PEP BAKE HOUSE & COFFEE SHOP","Brooklyn","532","NEPTUNE AVENUE","11224","6462439473","Coffee/Tea","2025-11-17T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","15",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.579860948914","-73.973025599117","313","48","035400","3000000","3072737501","BK23","POINT (-73.973025599117 40.579860948914)"
"50130296","NEW DE XING","Queens","225-21","MERRICK BOULEVARD","11413","6463189311","Chinese","2026-01-15T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2026-01-15T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.677502282173","-73.744525283602","413","31","063000","4436538","4129640019","QN66","POINT (-73.744525283602 40.677502282173)"
"50047261","SOUL CITY RESTAURANT","Queens","114-64","MERRICK BOULEVARD","11434","7187516509","Soul Food","2023-09-19T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","10","A","2023-09-19T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.690585827568","-73.778414268302","412","27","026600","4267218","4123340327","QN01","POINT (-73.778414268302 40.690585827568)"
"50114708","HOUSE OF JOY","Manhattan","28","PELL STREET","10013","2122858688","Chinese","2025-06-03T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","127",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.714863372922","-73.998214403175","103","01","002900","1001782","1001630009","MN27","POINT (-73.998214403175 40.714863372922)"
"50113151","SHAWARMA SPOT","Queens","34-23","STEINWAY STREET","11101","3474516994","Mediterranean","2025-01-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","59",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.756194464864","-73.921240411468","401","22","015700","4010909","4006730014","QN70","POINT (-73.921240411468 40.756194464864)"
"50018945","LOI ESTIATORIO","Manhattan","132","WEST   58 STREET","10019","2127130015","Greek","2025-12-04T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","27",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.765436241683","-73.9777875714","105","06","013700","1023742","1010100145","MN17","POINT (-73.9777875714 40.765436241683)"
"50098653","TACO BELL","Manhattan","230","VARICK STREET","10014","6468239315","Tex-Mex","2023-08-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2023-08-03T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.729199187034","-74.005213625507","102","03","006700","1066793","1005287501","MN23","POINT (-74.005213625507 40.729199187034)"
"50032742","KING TAI","Brooklyn","1095","BERGEN STREET","11216","7185131025","American","2023-01-25T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","10","A","2023-01-25T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.676063059259","-73.949322269168","308","36","031500","3030395","3012130078","BK61","POINT (-73.949322269168 40.676063059259)"
"50143599","EL MESON II RESTAURANT","Manhattan","3517","BROADWAY","10031","9293219679","Latin American","2025-08-04T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","110",,,"2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.82585628426","-73.95087348124","109","07","022900","1062369","1020910032","MN04","POINT (-73.95087348124 40.82585628426)"
"50108185","DUNKIN","Brooklyn","418","AVENUE P","11223","9174405842","Jewish/Kosher","2025-10-03T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","9","A","2025-10-03T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.608895097682","-73.972135052022","315","44","042200","3175919","3066330012","BK25","POINT (-73.972135052022 40.608895097682)"
"50078379","JUICE PRESS","Manhattan","250","MOTT STREET","10012","6469011385","Juice, Smoothies, Fruit Salads","2025-12-02T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","2025-12-02T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.723432430253","-73.994721888197","102","01","004300","1077770","1005080001","MN24","POINT (-73.994721888197 40.723432430253)"
"50084337","AREPA LADY","Queens","77-17","37 AVENUE","11372","9177451111","Latin American","2025-12-10T00:00:00.000","Violations were cited in the following area(s).","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","Critical","32",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.749283678848","-73.888726657578","403","25","028700","4029588","4012770036","QN28","POINT (-73.888726657578 40.749283678848)"
"50116515","EL AGUACATE BAR RESTAURANT","Bronx","1204","MORRISON AVENUE","10472","9176848600","Mexican","2025-10-27T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","23",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.829805743152","-73.874668564117","209","17","006200","2025383","2037780005","BX08","POINT (-73.874668564117 40.829805743152)"
"50181262","A AUTUMN ASIAN RESTAURANT INC.","Brooklyn","349","FLATBUSH AVENUE","11238","6465935586",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-04-10T06:00:17.000",,"40.676979437862","-73.972304781755","308","35","016300","3029035","3011640013","BK64","POINT (-73.972304781755 40.676979437862)"
"50073861","JOE & THE JUICE","Manhattan","343","AMSTERDAM AVENUE","10024","7184165774","Juice, Smoothies, Fruit Salads","2022-04-13T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","48","C","2022-04-13T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.781347927802","-73.979620181908","107","06","016100","1030169","1011480001","MN12","POINT (-73.979620181908 40.781347927802)"
"50107649","BISTRO THAI","Staten Island","2655","RICHMOND AVENUE","10314","9293108889","Thai","2023-03-14T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","37",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.582297419955","-74.169052592685","502","51","027702","5039658","5024000180","SI24","POINT (-74.169052592685 40.582297419955)"
"50011380","SOUTHSIDE CAFE (Produce Market)","Bronx","300C","HUNTS POINT TERMINAL MARKET","10474","7183784045","Latin American","2022-10-07T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2026-04-10T06:00:13.000","Administrative Miscellaneous / Initial Inspection","40.810354737405","-73.87815162537","202","17","011700","2109490","2027700001","BX27","POINT (-73.87815162537 40.810354737405)"
"50087355","CHONGQING HOT POT","Queens","37-04","PRINCE STREET","11354","9175637171","Chinese","2023-02-28T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","12","A","2023-02-28T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.760713815109","-73.832925810194","407","20","087100","4532160","4049720040","QN22","POINT (-73.832925810194 40.760713815109)"
"50007040","DIVINE BICKLES RESTAURANT.","Queens","157-21","ROCKAWAY BOULEVARD","11434","7189490095","Caribbean","2023-11-16T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","12","A","2023-11-16T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.666153652566","-73.779396904384","413","31","030600","4284836","4132670011","QN03","POINT (-73.779396904384 40.666153652566)"
"50156862","EL CHILTEPIN 3","Manhattan","348","WEST  145 STREET","10039","2039187475","Mexican","2025-01-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","29",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.82375347829","-73.94413643546","109","09","022700","1061056","1020510056","MN04","POINT (-73.94413643546 40.82375347829)"
"50074956","KAM'S KITCHEN","Queens","217-09","LINDEN BOULEVARD","11411","6463014237","Chinese","2022-04-12T00:00:00.000","Establishment re-opened by DOHMH.","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","8",,,"2026-04-10T06:00:13.000","Cycle Inspection / Reopening Inspection","40.695851915739","-73.742402743954","413","27","059800","4244233","4113180006","QN33","POINT (-73.742402743954 40.695851915739)"
